Country or area;Currency;Year;Gross National Income
Bangladesh;Taka;1970;44857900053
Bangladesh;Taka;1971;43656336725
Bangladesh;Taka;1972;39209137590
Bangladesh;Taka;1973;65390499483
Bangladesh;Taka;1974;98915842285
Bangladesh;Taka;1975;1.62325E+11
Bangladesh;Taka;1976;1.44047E+11
Bangladesh;Taka;1977;1.51602E+11
Bangladesh;Taka;1978;1.90658E+11
Bangladesh;Taka;1979;2.29026E+11
Bangladesh;Taka;1980;2.59799E+11
Bangladesh;Taka;1981;3.08929E+11
Bangladesh;Taka;1982;3.44787E+11
Bangladesh;Taka;1983;3.98214E+11
Bangladesh;Taka;1984;4.78315E+11
Bangladesh;Taka;1985;5.41092E+11
Bangladesh;Taka;1986;6.22606E+11
Bangladesh;Taka;1987;7.22342E+11
Bangladesh;Taka;1988;8.04172E+11
Bangladesh;Taka;1989;8.88202E+11
Bangladesh;Taka;1990;9.89389E+11
Bangladesh;Taka;1991;1.12099E+12
Bangladesh;Taka;1992;1.22444E+12
Bangladesh;Taka;1993;1.28782E+12
Bangladesh;Taka;1994;1.39646E+12
Bangladesh;Taka;1995;1.57169E+12
Bangladesh;Taka;1996;1.71278E+12
Bangladesh;Taka;1997;1.86547E+12
Bangladesh;Taka;1998;2.06674E+12
Bangladesh;Taka;1999;2.2725E+12
Bangladesh;Taka;2000;2.45799E+12
Bangladesh;Taka;2001;2.62388E+12
Bangladesh;Taka;2002;2.85744E+12
Bangladesh;Taka;2003;3.17163E+12
Bangladesh;Taka;2004;3.50526E+12
Bangladesh;Taka;2005;3.89635E+12
Bangladesh;Taka;2006;5.09545E+12
Bangladesh;Taka;2007;5.85075E+12
Bangladesh;Taka;2008;6.77072E+12
Bangladesh;Taka;2009;7.60973E+12
Bangladesh;Taka;2010;8.62142E+12
Bangladesh;Taka;2011;9.88342E+12
Bangladesh;Taka;2012;1.14451E+13
Bangladesh;Taka;2013;1.29535E+13
Bangladesh;Taka;2014;1.43322E+13
Barbados;Barbados Dollar;1970;430070847
Barbados;Barbados Dollar;1971;478239734
Barbados;Barbados Dollar;1972;528787330
Barbados;Barbados Dollar;1973;659616404
Barbados;Barbados Dollar;1974;837543945
Barbados;Barbados Dollar;1975;957932998
Barbados;Barbados Dollar;1976;1038490815
Barbados;Barbados Dollar;1977;1170977903
Barbados;Barbados Dollar;1978;1319553582
Barbados;Barbados Dollar;1979;1591625670
Barbados;Barbados Dollar;1980;1990985073
Barbados;Barbados Dollar;1981;2252999738
Barbados;Barbados Dollar;1982;2347870356
Barbados;Barbados Dollar;1983;2463443784
Barbados;Barbados Dollar;1984;2697661513
Barbados;Barbados Dollar;1985;2829912462
Barbados;Barbados Dollar;1986;3026869245
Barbados;Barbados Dollar;1987;3341172676
Barbados;Barbados Dollar;1988;3557293297
Barbados;Barbados Dollar;1989;3970371113
Barbados;Barbados Dollar;1990;3978200000
Barbados;Barbados Dollar;1991;3957800000
Barbados;Barbados Dollar;1992;3837308453
Barbados;Barbados Dollar;1993;4001322207
Barbados;Barbados Dollar;1994;4208829302
Barbados;Barbados Dollar;1995;4404592882
Barbados;Barbados Dollar;1996;4690708621
Barbados;Barbados Dollar;1997;4985406869
Barbados;Barbados Dollar;1998;5245663462
Barbados;Barbados Dollar;1999;5488256039
Barbados;Barbados Dollar;2000;6021952712
Barbados;Barbados Dollar;2001;5985354154
Barbados;Barbados Dollar;2002;6063727313
Barbados;Barbados Dollar;2003;6289403562
Barbados;Barbados Dollar;2004;6722235826
Barbados;Barbados Dollar;2005;7444078350
Barbados;Barbados Dollar;2006;8114928558
Barbados;Barbados Dollar;2007;8651285449
Barbados;Barbados Dollar;2008;8591573937
Barbados;Barbados Dollar;2009;8803669326
Barbados;Barbados Dollar;2010;8646033245
Barbados;Barbados Dollar;2011;8485454711
Barbados;Barbados Dollar;2012;8224148838
Barbados;Barbados Dollar;2013;8368656153
Barbados;Barbados Dollar;2014;8372346597
Belarus;Belarussian Ruble;1990;4330000
Belarus;Belarussian Ruble;1991;8710000
Belarus;Belarussian Ruble;1992;92450000
Belarus;Belarussian Ruble;1993;985780000
Belarus;Belarussian Ruble;1994;17768200000
Belarus;Belarussian Ruble;1995;1.21351E+11
Belarus;Belarussian Ruble;1996;1.92046E+11
Belarus;Belarussian Ruble;1997;3.663E+11
Belarus;Belarussian Ruble;1998;7.0181E+11
Belarus;Belarussian Ruble;1999;3.02891E+12
Belarus;Belarussian Ruble;2000;9.0961E+12
Belarus;Belarussian Ruble;2001;1.71131E+13
Belarus;Belarussian Ruble;2002;2.60843E+13
Belarus;Belarussian Ruble;2003;3.66163E+13
Belarus;Belarussian Ruble;2004;4.99516E+13
Belarus;Belarussian Ruble;2005;6.51866E+13
Belarus;Belarussian Ruble;2006;7.90209E+13
Belarus;Belarussian Ruble;2007;9.62833E+13
Belarus;Belarussian Ruble;2008;1.28108E+14
Belarus;Belarussian Ruble;2009;1.34332E+14
Belarus;Belarussian Ruble;2010;1.61013E+14
Belarus;Belarussian Ruble;2011;2.93762E+14
Belarus;Belarussian Ruble;2012;5.18097E+14
Belarus;Belarussian Ruble;2013;6.25559E+14
Belarus;Belarussian Ruble;2014;7.54456E+14
Belgium;Euro;1970;33738790416
Belgium;Euro;1971;36914825683
Belgium;Euro;1972;41337759996
Belgium;Euro;1973;46891335564
Belgium;Euro;1974;54992648411
Belgium;Euro;1975;60853205676
Belgium;Euro;1976;69183687606
Belgium;Euro;1977;74619371663
Belgium;Euro;1978;80041959591
Belgium;Euro;1979;85211557710
Belgium;Euro;1980;92429435780
Belgium;Euro;1981;96985949226
Belgium;Euro;1982;1.04454E+11
Belgium;Euro;1983;1.10604E+11
Belgium;Euro;1984;1.19753E+11
Belgium;Euro;1985;1.27741E+11
Belgium;Euro;1986;1.33819E+11
Belgium;Euro;1987;1.39642E+11
Belgium;Euro;1988;1.49383E+11
Belgium;Euro;1989;1.61493E+11
Belgium;Euro;1990;1.71452E+11
Belgium;Euro;1991;1.80299E+11
Belgium;Euro;1992;1.89281E+11
Belgium;Euro;1993;1.96865E+11
Belgium;Euro;1994;2.0908E+11
Belgium;Euro;1995;2.16143E+11
Belgium;Euro;1996;2.20826E+11
Belgium;Euro;1997;2.31319E+11
Belgium;Euro;1998;2.40033E+11
Belgium;Euro;1999;2.4976E+11
Belgium;Euro;2000;2.64714E+11
Belgium;Euro;2001;2.70612E+11
Belgium;Euro;2002;2.79639E+11
Belgium;Euro;2003;2.8785E+11
Belgium;Euro;2004;3.02666E+11
Belgium;Euro;2005;3.15135E+11
Belgium;Euro;2006;3.31094E+11
Belgium;Euro;2007;3.49235E+11
Belgium;Euro;2008;3.62367E+11
Belgium;Euro;2009;3.49211E+11
Belgium;Euro;2010;3.75905E+11
Belgium;Euro;2011;3.82398E+11
Belgium;Euro;2012;3.96307E+11
Belgium;Euro;2013;3.98325E+11
Belgium;Euro;2014;4.06681E+11
Belize;Belize Dollar;1970;39328996
Belize;Belize Dollar;1971;49506645
Belize;Belize Dollar;1972;63057161
Belize;Belize Dollar;1973;106500000
Belize;Belize Dollar;1974;140700000
Belize;Belize Dollar;1975;172100000
Belize;Belize Dollar;1976;178700000
Belize;Belize Dollar;1977;206100000
Belize;Belize Dollar;1978;234700000
Belize;Belize Dollar;1979;277900000
Belize;Belize Dollar;1980;385600000
Belize;Belize Dollar;1981;382000000
Belize;Belize Dollar;1982;348700000
Belize;Belize Dollar;1983;367000000
Belize;Belize Dollar;1984;403200000
Belize;Belize Dollar;1985;398600000
Belize;Belize Dollar;1986;447000000
Belize;Belize Dollar;1987;538900000
Belize;Belize Dollar;1988;612000000
Belize;Belize Dollar;1989;712900000
Belize;Belize Dollar;1990;790500000
Belize;Belize Dollar;1991;844600000
Belize;Belize Dollar;1992;914000000
Belize;Belize Dollar;1993;972000000
Belize;Belize Dollar;1994;1060700000
Belize;Belize Dollar;1995;1127100000
Belize;Belize Dollar;1996;1155190000
Belize;Belize Dollar;1997;1183510000
Belize;Belize Dollar;1998;1194060000
Belize;Belize Dollar;1999;1309420000
Belize;Belize Dollar;2000;1535832674
Belize;Belize Dollar;2001;1580314851
Belize;Belize Dollar;2002;1699285547
Belize;Belize Dollar;2003;1787709137
Belize;Belize Dollar;2004;1867169822
Belize;Belize Dollar;2005;1982995817
Belize;Belize Dollar;2006;2170956301
Belize;Belize Dollar;2007;2263233594
Belize;Belize Dollar;2008;2406895679
Belize;Belize Dollar;2009;2492625044
Belize;Belize Dollar;2010;2517228367
Belize;Belize Dollar;2011;2777903477
Belize;Belize Dollar;2012;2907408544
Belize;Belize Dollar;2013;3012609120
Belize;Belize Dollar;2014;3151445468
Benin;CFA Franc BCEAO;1970;88350110688
Benin;CFA Franc BCEAO;1971;93241979530
Benin;CFA Franc BCEAO;1972;1.05541E+11
Benin;CFA Franc BCEAO;1973;1.14924E+11
Benin;CFA Franc BCEAO;1974;1.3388E+11
Benin;CFA Franc BCEAO;1975;1.34243E+11
Benin;CFA Franc BCEAO;1976;1.44346E+11
Benin;CFA Franc BCEAO;1977;1.71739E+11
Benin;CFA Franc BCEAO;1978;1.93254E+11
Benin;CFA Franc BCEAO;1979;2.15388E+11
Benin;CFA Franc BCEAO;1980;2.47376E+11
Benin;CFA Franc BCEAO;1981;3.12987E+11
Benin;CFA Franc BCEAO;1982;4.1738E+11
Benin;CFA Franc BCEAO;1983;4.07469E+11
Benin;CFA Franc BCEAO;1984;4.47638E+11
Benin;CFA Franc BCEAO;1985;4.60178E+11
Benin;CFA Franc BCEAO;1986;4.53535E+11
Benin;CFA Franc BCEAO;1987;4.60954E+11
Benin;CFA Franc BCEAO;1988;4.72434E+11
Benin;CFA Franc BCEAO;1989;4.75225E+11
Benin;CFA Franc BCEAO;1990;5.31831E+11
Benin;CFA Franc BCEAO;1991;5.60972E+11
Benin;CFA Franc BCEAO;1992;5.82868E+11
Benin;CFA Franc BCEAO;1993;6.4344E+11
Benin;CFA Franc BCEAO;1994;8.82356E+11
Benin;CFA Franc BCEAO;1995;1.14654E+12
Benin;CFA Franc BCEAO;1996;1.27988E+12
Benin;CFA Franc BCEAO;1997;1.41199E+12
Benin;CFA Franc BCEAO;1998;1.55675E+12
Benin;CFA Franc BCEAO;1999;1.64571E+12
Benin;CFA Franc BCEAO;2000;1.81962E+12
Benin;CFA Franc BCEAO;2001;1.95421E+12
Benin;CFA Franc BCEAO;2002;2.10933E+12
Benin;CFA Franc BCEAO;2003;2.2455E+12
Benin;CFA Franc BCEAO;2004;2.36679E+12
Benin;CFA Franc BCEAO;2005;2.52342E+12
Benin;CFA Franc BCEAO;2006;2.67206E+12
Benin;CFA Franc BCEAO;2007;2.85111E+12
Benin;CFA Franc BCEAO;2008;3.17396E+12
Benin;CFA Franc BCEAO;2009;3.31498E+12
Benin;CFA Franc BCEAO;2010;3.41271E+12
Benin;CFA Franc BCEAO;2011;3.66007E+12
Benin;CFA Franc BCEAO;2012;4.09033E+12
Benin;CFA Franc BCEAO;2013;4.46863E+12
Benin;CFA Franc BCEAO;2014;4.7003E+12
Bermuda;Bermudian Dollar;1970;282782417
Bermuda;Bermudian Dollar;1971;320553254
Bermuda;Bermudian Dollar;1972;357468902
Bermuda;Bermudian Dollar;1973;409350354
Bermuda;Bermudian Dollar;1974;474772294
Bermuda;Bermudian Dollar;1975;523945648
Bermuda;Bermudian Dollar;1976;586659490
Bermuda;Bermudian Dollar;1977;636818199
Bermuda;Bermudian Dollar;1978;688832214
Bermuda;Bermudian Dollar;1979;782621480
Bermuda;Bermudian Dollar;1980;962319949
Bermuda;Bermudian Dollar;1981;1060948065
Bermuda;Bermudian Dollar;1982;1161380868
Bermuda;Bermudian Dollar;1983;1295748132
Bermuda;Bermudian Dollar;1984;1377088837
Bermuda;Bermudian Dollar;1985;1525671611
Bermuda;Bermudian Dollar;1986;1680261740
Bermuda;Bermudian Dollar;1987;1799095725
Bermuda;Bermudian Dollar;1988;1900441363
Bermuda;Bermudian Dollar;1989;1935192875
Bermuda;Bermudian Dollar;1990;1833639744
Bermuda;Bermudian Dollar;1991;1602116553
Bermuda;Bermudian Dollar;1992;2126483677
Bermuda;Bermudian Dollar;1993;2287712359
Bermuda;Bermudian Dollar;1994;2379543909
Bermuda;Bermudian Dollar;1995;2602691584
Bermuda;Bermudian Dollar;1996;2746000000
Bermuda;Bermudian Dollar;1997;2973000000
Bermuda;Bermudian Dollar;1998;3486200000
Bermuda;Bermudian Dollar;1999;3707900000
Bermuda;Bermudian Dollar;2000;4015219000
Bermuda;Bermudian Dollar;2001;4398483000
Bermuda;Bermudian Dollar;2002;4669228000
Bermuda;Bermudian Dollar;2003;5162525000
Bermuda;Bermudian Dollar;2004;5571703000
Bermuda;Bermudian Dollar;2005;6019136000
Bermuda;Bermudian Dollar;2006;7026299000
Bermuda;Bermudian Dollar;2007;7817628000
Bermuda;Bermudian Dollar;2008;8055381000
Bermuda;Bermudian Dollar;2009;7214916000
Bermuda;Bermudian Dollar;2010;7338506000
Bermuda;Bermudian Dollar;2011;7011977000
Bermuda;Bermudian Dollar;2012;7126705000
Bermuda;Bermudian Dollar;2013;7260108000
Bermuda;Bermudian Dollar;2014;7180711000
Bhutan;Ngultrum;1970;373342483
Bhutan;Ngultrum;1971;400428115
Bhutan;Ngultrum;1972;428977834
Bhutan;Ngultrum;1973;491933625
Bhutan;Ngultrum;1974;606132503
Bhutan;Ngultrum;1975;585635268
Bhutan;Ngultrum;1976;638342442
Bhutan;Ngultrum;1977;688853484
Bhutan;Ngultrum;1978;620773384
Bhutan;Ngultrum;1979;689585528
Bhutan;Ngultrum;1980;814765067
Bhutan;Ngultrum;1981;988241066
Bhutan;Ngultrum;1982;1123252685
Bhutan;Ngultrum;1983;1277312677
Bhutan;Ngultrum;1984;1526118054
Bhutan;Ngultrum;1985;1688433123
Bhutan;Ngultrum;1986;2111141102
Bhutan;Ngultrum;1987;2836142259
Bhutan;Ngultrum;1988;3344699143
Bhutan;Ngultrum;1989;3956215525
Bhutan;Ngultrum;1990;4498489450
Bhutan;Ngultrum;1991;4820127645
Bhutan;Ngultrum;1992;5362381274
Bhutan;Ngultrum;1993;6013988167
Bhutan;Ngultrum;1994;7520597661
Bhutan;Ngultrum;1995;8189747887
Bhutan;Ngultrum;1996;9605442592
Bhutan;Ngultrum;1997;11818884661
Bhutan;Ngultrum;1998;12460420380
Bhutan;Ngultrum;1999;14651135817
Bhutan;Ngultrum;2000;19713491115
Bhutan;Ngultrum;2001;22468270362
Bhutan;Ngultrum;2002;25715042313
Bhutan;Ngultrum;2003;28331754085
Bhutan;Ngultrum;2004;31121884506
Bhutan;Ngultrum;2005;35602013736
Bhutan;Ngultrum;2006;40512265062
Bhutan;Ngultrum;2007;48749419477
Bhutan;Ngultrum;2008;53264416699
Bhutan;Ngultrum;2009;58772520454
Bhutan;Ngultrum;2010;68473965948
Bhutan;Ngultrum;2011;79633978302
Bhutan;Ngultrum;2012;89858635341
Bhutan;Ngultrum;2013;97585391187
Bhutan;Ngultrum;2014;1.1532E+11
Bolivia (Plurinational State of);Boliviano;1970;12086
Bolivia (Plurinational State of);Boliviano;1971;13364
Bolivia (Plurinational State of);Boliviano;1972;16940
Bolivia (Plurinational State of);Boliviano;1973;25568
Bolivia (Plurinational State of);Boliviano;1974;42503
Bolivia (Plurinational State of);Boliviano;1975;48409
Bolivia (Plurinational State of);Boliviano;1976;55551
Bolivia (Plurinational State of);Boliviano;1977;63536
Bolivia (Plurinational State of);Boliviano;1978;72876
Bolivia (Plurinational State of);Boliviano;1979;86628
Bolivia (Plurinational State of);Boliviano;1980;116428
Bolivia (Plurinational State of);Boliviano;1981;146926
Bolivia (Plurinational State of);Boliviano;1982;356967
Bolivia (Plurinational State of);Boliviano;1983;1366449
Bolivia (Plurinational State of);Boliviano;1984;21410000
Bolivia (Plurinational State of);Boliviano;1985;2701268000
Bolivia (Plurinational State of);Boliviano;1986;8624007000
Bolivia (Plurinational State of);Boliviano;1987;9572177381
Bolivia (Plurinational State of);Boliviano;1988;10189113000
Bolivia (Plurinational State of);Boliviano;1989;12035857000
Bolivia (Plurinational State of);Boliviano;1990;14729896000
Bolivia (Plurinational State of);Boliviano;1991;18369248000
Bolivia (Plurinational State of);Boliviano;1992;21249000000
Bolivia (Plurinational State of);Boliviano;1993;23579000000
Bolivia (Plurinational State of);Boliviano;1994;26804000000
Bolivia (Plurinational State of);Boliviano;1995;31251000000
Bolivia (Plurinational State of);Boliviano;1996;36388000000
Bolivia (Plurinational State of);Boliviano;1997;40612000000
Bolivia (Plurinational State of);Boliviano;1998;45924383000
Bolivia (Plurinational State of);Boliviano;1999;47016408000
Bolivia (Plurinational State of);Boliviano;2000;50534837130
Bolivia (Plurinational State of);Boliviano;2001;52395439571
Bolivia (Plurinational State of);Boliviano;2002;55210924526
Bolivia (Plurinational State of);Boliviano;2003;59589633000
Bolivia (Plurinational State of);Boliviano;2004;66567937000
Bolivia (Plurinational State of);Boliviano;2005;74624400000
Bolivia (Plurinational State of);Boliviano;2006;87806200000
Bolivia (Plurinational State of);Boliviano;2007;1.01331E+11
Bolivia (Plurinational State of);Boliviano;2008;1.16776E+11
Bolivia (Plurinational State of);Boliviano;2009;1.16963E+11
Bolivia (Plurinational State of);Boliviano;2010;1.31796E+11
Bolivia (Plurinational State of);Boliviano;2011;1.59344E+11
Bolivia (Plurinational State of);Boliviano;2012;1.72885E+11
Bolivia (Plurinational State of);Boliviano;2013;1.98578E+11
Bolivia (Plurinational State of);Boliviano;2014;2.16124E+11
Bosnia and Herzegovina;Convertible Marks;1990;774496
Bosnia and Herzegovina;Convertible Marks;1991;1042434
Bosnia and Herzegovina;Convertible Marks;1992;14259449
Bosnia and Herzegovina;Convertible Marks;1993;1066329144
Bosnia and Herzegovina;Convertible Marks;1994;1937250595
Bosnia and Herzegovina;Convertible Marks;1995;2552350955
Bosnia and Herzegovina;Convertible Marks;1996;3892238692
Bosnia and Herzegovina;Convertible Marks;1997;6310283819
Bosnia and Herzegovina;Convertible Marks;1998;9132245030
Bosnia and Herzegovina;Convertible Marks;1999;10191624961
Bosnia and Herzegovina;Convertible Marks;2000;13042000000
Bosnia and Herzegovina;Convertible Marks;2001;13804000000
Bosnia and Herzegovina;Convertible Marks;2002;15001000000
Bosnia and Herzegovina;Convertible Marks;2003;15614000000
Bosnia and Herzegovina;Convertible Marks;2004;16744000000
Bosnia and Herzegovina;Convertible Marks;2005;17884000000
Bosnia and Herzegovina;Convertible Marks;2006;20178000000
Bosnia and Herzegovina;Convertible Marks;2007;22788000000
Bosnia and Herzegovina;Convertible Marks;2008;25927000000
Bosnia and Herzegovina;Convertible Marks;2009;25262000000
Bosnia and Herzegovina;Convertible Marks;2010;25291000000
Bosnia and Herzegovina;Convertible Marks;2011;25987000000
Bosnia and Herzegovina;Convertible Marks;2012;25967000000
Bosnia and Herzegovina;Convertible Marks;2013;26795000000
Bosnia and Herzegovina;Convertible Marks;2014;27575046870
Botswana;Pula;1970;50055610
Botswana;Pula;1971;64736430
Botswana;Pula;1972;88209154
Botswana;Pula;1973;117742709
Botswana;Pula;1974;161792687
Botswana;Pula;1975;188170946
Botswana;Pula;1976;235288632
Botswana;Pula;1977;300244083
Botswana;Pula;1978;353007896
Botswana;Pula;1979;450341142
Botswana;Pula;1980;622672951
Botswana;Pula;1981;744289542
Botswana;Pula;1982;799201882
Botswana;Pula;1983;930861585
Botswana;Pula;1984;1156207036
Botswana;Pula;1985;1458699577
Botswana;Pula;1986;1864321389
Botswana;Pula;1987;2326204614
Botswana;Pula;1988;2942132192
Botswana;Pula;1989;5751105708
Botswana;Pula;1990;6813327202
Botswana;Pula;1991;7843370765
Botswana;Pula;1992;8530095602
Botswana;Pula;1993;9913676609
Botswana;Pula;1994;11310015393
Botswana;Pula;1995;12711961504
Botswana;Pula;1996;15561128079
Botswana;Pula;1997;18051319638
Botswana;Pula;1998;19074038582
Botswana;Pula;1999;20851989952
Botswana;Pula;2000;26021298920
Botswana;Pula;2001;26282197545
Botswana;Pula;2002;29997971758
Botswana;Pula;2003;33638524750
Botswana;Pula;2004;37533592947
Botswana;Pula;2005;46482203299
Botswana;Pula;2006;54595900953
Botswana;Pula;2007;62621660810
Botswana;Pula;2008;70406901438
Botswana;Pula;2009;71592300000
Botswana;Pula;2010;83133500000
Botswana;Pula;2011;1.06473E+11
Botswana;Pula;2012;1.12879E+11
Botswana;Pula;2013;1.24919E+11
Botswana;Pula;2014;1.41335E+11
Brazil;Brazilian Real;1970;0.06934
Brazil;Brazilian Real;1971;0.08914
Brazil;Brazilian Real;1972;0.12876
Brazil;Brazilian Real;1973;0.18834
Brazil;Brazilian Real;1974;0.26776
Brazil;Brazilian Real;1975;0.37482
Brazil;Brazilian Real;1976;0.58104
Brazil;Brazilian Real;1977;0.89532
Brazil;Brazilian Real;1978;1
Brazil;Brazilian Real;1979;2
Brazil;Brazilian Real;1980;4
Brazil;Brazilian Real;1981;9
Brazil;Brazilian Real;1982;17
Brazil;Brazilian Real;1983;40
Brazil;Brazilian Real;1984;132
Brazil;Brazilian Real;1985;476
Brazil;Brazilian Real;1986;1272
Brazil;Brazilian Real;1987;4037
Brazil;Brazilian Real;1988;30101
Brazil;Brazilian Real;1989;446536
Brazil;Brazilian Real;1990;12420486
Brazil;Brazilian Real;1991;65153243
Brazil;Brazilian Real;1992;710136644
Brazil;Brazilian Real;1993;15514622828
Brazil;Brazilian Real;1994;3.87574E+11
Brazil;Brazilian Real;1995;7.18082E+11
Brazil;Brazilian Real;1996;8.58761E+11
Brazil;Brazilian Real;1997;9.51656E+11
Brazil;Brazilian Real;1998;9.8916E+11
Brazil;Brazilian Real;1999;1.06439E+12
Brazil;Brazilian Real;2000;1.18415E+12
Brazil;Brazilian Real;2001;1.29746E+12
Brazil;Brazilian Real;2002;1.47221E+12
Brazil;Brazilian Real;2003;1.69824E+12
Brazil;Brazilian Real;2004;1.94419E+12
Brazil;Brazilian Real;2005;2.15341E+12
Brazil;Brazilian Real;2006;2.38598E+12
Brazil;Brazilian Real;2007;2.69122E+12
Brazil;Brazilian Real;2008;3.05661E+12
Brazil;Brazilian Real;2009;3.27849E+12
Brazil;Brazilian Real;2010;3.82233E+12
Brazil;Brazilian Real;2011;4.30077E+12
Brazil;Brazilian Real;2012;4.64943E+12
Brazil;Brazilian Real;2013;5.07983E+12
Brazil;Brazilian Real;2014;5.43479E+12
British Virgin Islands;US Dollar;1970;18008341
British Virgin Islands;US Dollar;1971;15548837
British Virgin Islands;US Dollar;1972;16233120
